city,hotel_locality,reviewer_location,hotel_url,reviewer_id,title,reviewer_level,content,hotel_address,hotel_classs,hotel_review_stars,reviewer_name,hotel_review_qty,review_stars,hotel_name
Semarang,"Semarang 50133, ","Jakarta, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d1176452-Reviews-Ibis_Semarang_Simpang_Lima-Semarang_Central_Java_Java.html,UID_B2FA0289E0CD04A2A7F7F57E55D4D534-SRC_232979129,Menginap di Hotel Ibis Semarang,lvl_04,"secara keseluruhan OK ... pelayanan OK, kamar OK,kamar mandi OK, menu sarapan pagi OK dan kebersihan OK.
Cuma 1 hal yg amat disayangkan ... TV di kamar tidak diganti2, terlalu kecil, sedangkan u/ hotel berbintang 3 lainnya sudah memakai TV 32 inch.",Jalan Gajah Mada 172,3.0 dari 5,3.5 dari 5 lingkaran,Herman L,485 Ulasan,4 dari 5 lingkaran, Ibis Semarang Simpang Lima 
Semarang,"Semarang 50133, ","Palangkaraya, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d1176452-Reviews-Ibis_Semarang_Simpang_Lima-Semarang_Central_Java_Java.html,UID_19A56D9A158B563C3AC369532C42FB13-SRC_235011889,Hotel yang nyaman utk perjalanan singkat,lvl_04,"Saya menginap 2 malam pd tgl 29 sept sd 1 okt 2014 dgn vocer yg saya beli dari Agoda, lokasi sgt strategis, dekat dgn mall dan pusat perbelanjaan terkenal di Semarang, apalagi dgn pusat kuliner malam di Simpang Lima. Pelayanan cukup memuaskan, tidak ada kendala saat check in, bahkan kami sempat ganti kamar/pindah kamar, dan prosesnya cepat. Over all utk Ibis Semarang Simpang Lima saya apresiasi dgn dua jempol, pokoke mantaft.....",Jalan Gajah Mada 172,3.0 dari 5,3.5 dari 5 lingkaran,Lendra5758,485 Ulasan,4 dari 5 lingkaran, Ibis Semarang Simpang Lima 
Semarang,"Semarang 50133, ","Denpasar, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d1176452-Reviews-Ibis_Semarang_Simpang_Lima-Semarang_Central_Java_Java.html,UID_6D5E7433D5AF3F24B7A62FEAA62E01C1-SRC_235859193,Pilihan yang bijak,lvl_03,"Saya sangat menyarankan untuk memilih hotel ini karena nilai dari keseluruhannya. Lokasinya di pusat kota sangat mudah menemukan lokasi kuliner yang beragam, sangat baik untuk menghemat pengeluaran perjalanan anda. Lokasi untuk membeli oleh-oleh barang maupun kuliner khas Semarang sangat dekat. Transportasi tersedia mudah 24 jam. Dan yang paling saya sukai, akses internetnya cukup cepat. Saya berharap mendapatkan hal yang sama di grup hotel ini di semua kota yang saya kunjungi. Terima kasih kepada manajemen dan tim karyawan hotel ini.",Jalan Gajah Mada 172,3.0 dari 5,3.5 dari 5 lingkaran,mas-dJidot,485 Ulasan,4 dari 5 lingkaran, Ibis Semarang Simpang Lima 
Semarang,"Semarang 50133, ","Yogyakarta, Yogyakarta, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d1176452-Reviews-Ibis_Semarang_Simpang_Lima-Semarang_Central_Java_Java.html,UID_99206FEBEDB96C34745AFB2DD6D8FB1C-SRC_238271558,awful hotel,lvl_04,"Hotel ini terletak di simpang lima dan pusat kota semarang.begitu sampai hotel kami merasakan panas dan setelah bertanya ternyata ac lobby mati.sungguh aneh buat kami.
kami mendapatkan kamar 7010 yang tidak layak disebut kamar hotel bintang 3 karna gorden dikamar berlubang dan peralatan di dalam kamar terlihat usang. AC juga tidak dingin, jawaban teknisi ac tidak memuaskan. ini hotel ibis terburuk yang pernah saya datangi. dan receptionist tidak menawarkan untuk berpindah kamar dan akhirnya kami meminta pindah kamar.
semoga ibis bisa menjadi lebih baik lagi. sangat menyesal memilih hotel ini. saya punya bukti2 foto gorden yang bolong2 dan kamar yang tidak layak tapi sangat susah sekali upload ke tri advisor",Jalan Gajah Mada 172,3.0 dari 5,3.5 dari 5 lingkaran,kirana_tp86,485 Ulasan,1 dari 5 lingkaran, Ibis Semarang Simpang Lima 
Semarang,"Semarang 50133, ",,https://www.tripadvisor.co.id/Hotel_Review-g297712-d1176452-Reviews-Ibis_Semarang_Simpang_Lima-Semarang_Central_Java_Java.html,UID_59A4D73B3BA2FED7F5ACAEBCED2A9A5C-SRC_241081292,Cocok untuk Bisnis dan budget travelling,lvl_04,"Terletak di pusat kota Semarang. Hotel ini layak untuk diinapi dengan kualitas rata-rata. Namun, AC nya kurang bekerja secara maksimal sehingga agak panas. Kamar mandi cukup kecil dan ranjang single bed memang benar-benar untuk satu orang saja.",Jalan Gajah Mada 172,3.0 dari 5,3.5 dari 5 lingkaran,albertusandre,485 Ulasan,3 dari 5 lingkaran, Ibis Semarang Simpang Lima 
Semarang,"Semarang 50133, ","Surabaya, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d1176452-Reviews-Ibis_Semarang_Simpang_Lima-Semarang_Central_Java_Java.html,UID_5A605665EB42708A8B11AC770D4DEA5A-SRC_384768655,Strategis di Pusat kota Semarang,lvl_06,"Hotel Ibis yang berada di Jl. Gadjah Mada ini sangat dekat dengan masjid Baiturrahman, Simpang lima dan berbagai warung yang menjajakan aneka makanan. Kamarnya nyaman dan pelayanannya pun ramah. Di dalam kamar pun tersedia wifi gratis. Untuk Sarapan dan makan siang menunya cukup variatif. Ruangan rapatnya juga nyaman",Jalan Gajah Mada 172,3.0 dari 5,3.5 dari 5 lingkaran,Renatha15,485 Ulasan,3 dari 5 lingkaran, Ibis Semarang Simpang Lima 
Semarang,"Semarang 50133, ",,https://www.tripadvisor.co.id/Hotel_Review-g297712-d1176452-Reviews-Ibis_Semarang_Simpang_Lima-Semarang_Central_Java_Java.html,UID_A996802C8FE47C692EE2032EE53669A4-SRC_238036316,hotel di area belanja simpang lima,lvl_04,hotel ibis simpang lima adalah hotel di area wisata belanja simpang lima dan sangat mudah hanya selangkah saja ke area wisata belanja simpang lima untuk belanja maupun membeli oleh oleh untuk keluarga. terdapat pula akses internet di area hotel dan staff sangat ramah dalam pelayanan room service saat pemesanan makanan. ukuran kamar cukup luas dengan dilengkapi dengan tv ukuran sedang serta amenities lengkap dan shower di kamar mandi. secara umum hotel ibis simpang lima sangat cocok untuk bisnis dan wisata di area simpang lima,Jalan Gajah Mada 172,3.0 dari 5,3.5 dari 5 lingkaran,diana378,485 Ulasan,4 dari 5 lingkaran, Ibis Semarang Simpang Lima 
Semarang,"Semarang 50133, ","Jakarta, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d1176452-Reviews-Ibis_Semarang_Simpang_Lima-Semarang_Central_Java_Java.html,UID_E714EB49810FD803938D20FA10ACBC26-SRC_388932191,Hotel Strategis di Wilayah Simpang Lima,lvl_03,"Saya menginap di hotel ini selama 2 malam. Lokasi hotel sangat strategis, dekat dengan kawasan Simpang Lima yang dapat ditempuh dengan berjalan kaki. Proses check in pada hotel ini sangat cepat dan staf pun melayani dengan ramah. Kamar sangat luas dengan pencahayaan yang minimal. Kamar mandi sangat sempit dengan amenities yang tidak begitu lengkap, karena untuk mendapatkan sikat dan pasta gigi harus dikenakan biaya tambahan. Koneksi wifi agak susah dan televisi ukurannya terbilang kecil. Dengan demikian, hotel ini cocok untuk wisatawan yang hanya menggunakannya untuk istirahat setelah seharian beraktivitas di luar.",Jalan Gajah Mada 172,3.0 dari 5,3.5 dari 5 lingkaran,nurwachidputra,485 Ulasan,4 dari 5 lingkaran, Ibis Semarang Simpang Lima 
Semarang,"Semarang 50133, ",Surabaya,https://www.tripadvisor.co.id/Hotel_Review-g297712-d1176452-Reviews-Ibis_Semarang_Simpang_Lima-Semarang_Central_Java_Java.html,UID_F5E0D4FAE7814BC321B282E4336909C3-SRC_389744242,Lokasi dekat simpang lima,lvl_06,Lokasi dekat simpang lima. Mudah mencari makanan. Kebersihan baik. Pelayanan cepat. Hotelnya bukan hotel baru. Sandal kamar hanya satu pasang. Tidak ada sikat gigi dan odol. Shower cap dan koreksi api serta plastik pembungkus disediakan. Bantal cadangan tersedia,Jalan Gajah Mada 172,3.0 dari 5,3.5 dari 5 lingkaran,VenitaSurabaya,485 Ulasan,3 dari 5 lingkaran, Ibis Semarang Simpang Lima 
Semarang,"Semarang 50133, ",,https://www.tripadvisor.co.id/Hotel_Review-g297712-d1176452-Reviews-Ibis_Semarang_Simpang_Lima-Semarang_Central_Java_Java.html,UID_5C8BDDB0B167781CD22B18B845775D7B-SRC_392395134,Benar benar hotel transit,lvl_05,"Ini Hotel Ibis yang terburuk menurut saya, jauh dari bayangan saya. Kamar perlu renovasi. Sangat tua banyak nyamuk. Waktu itu hujan kamar saya dipojokan 9008 ada teras dan banjir.... untungnya tidak sampai masuk kamar.
Handuk sangat dekil sudah waktunya peremajaan, kasur juga tidak nyaman.
Sarapan alakadarnya tampilan maupun rasa.
Nilai tambahnya hanya dekat simpang lima. Benar2 hotel budget dengan harga bintang 3",Jalan Gajah Mada 172,3.0 dari 5,3.5 dari 5 lingkaran,Theasamiadji,485 Ulasan,3 dari 5 lingkaran, Ibis Semarang Simpang Lima 
Semarang,"Semarang 50133, ","Surabaya, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d1176452-Reviews-Ibis_Semarang_Simpang_Lima-Semarang_Central_Java_Java.html,UID_B088A3170BB8D467E65BFB471EA82ED5-SRC_219360111,Pleasant Hotel,lvl_03,"Kamar cukup luas untuk keluarga dengan 1 balita, ada desk table yang panjang, lemari kecil, kamar mandi (hot and cold shower) dan dilengkapi kebutuhan personal (hair dryer, sabun, dll). TV yang disediakan berukuran kecil, tapi channel tv kabelnya cukup lumayan untuk hiburan malam hari.
Ada mini bar, hanya sayang furniture-nya kasar, tangan kami tergores saat hendak membuka minibar yang ada di dalamnya. Parkiran standar namun karena ada vallet parking walaupun hotel penuh kami tidak kesulitan.
Lokasi hotel ini strategis, di seberang hotel ada pujasera dengan makanan yang bervariasi dan harga murah. Jika keluar ke arah pusat kota dekat dengan lokasi-lokasi kuliner dan mall.
Mengenai pelayanan hotel ini, saat kami sedang tidur siang terdengar ketukan di pintu dan tidak lama room keeper membuka pintu. Kebetulan kami lupa mengunci pintu, sehingga kami cukup terkejut karena pintu kami terbuka tiba-tiba.
Secara keseluruhan, hotel ini ramah untuk wisatawan. Saran saya, mungkin bisa disertakan peta / petunjuk wisata di Semarang, agar tamu dari luar kota bisa mengetahui apa saja yang bisa di lihat di Semarang.",Jalan Gajah Mada 172,3.0 dari 5,3.5 dari 5 lingkaran,Koshe,485 Ulasan,4 dari 5 lingkaran, Ibis Semarang Simpang Lima 
Semarang,"Semarang 50133, ",Jakarta,https://www.tripadvisor.co.id/Hotel_Review-g297712-d1176452-Reviews-Ibis_Semarang_Simpang_Lima-Semarang_Central_Java_Java.html,UID_A7AA1E6469ACECA077E4D01C04775234-SRC_391931708,pelayanan tdk memuasakan,lvl_06,"Pelayanan tidak memuaskan, saya menginap di Ibis simpang lima semarang cek in tgl 8 Jul 2016, saya reservasi/booking dengan member accorplus no.3084094824826313, atas nama Sularto, nomor reservasi DLMBFGLS confirmasi reservasi tgl 17 Jun 2016, biasanya kalo saya menginap dgn reservasi di accor group tdk ada masalah mengenai pembayaran di hotel dilakukan pada saat cek in/cek out, karena pada saat reservasi sdh ada jaminan pembayaran dgn credit card, tetapi di ibis simpang lima semarang berbeda sendiri aturannya, saya ditelpon oleh pihak ibis semarang 2 hari sebelum kami menginap dan diharuskan membayar dimuka/ transfer terlebih dahulu sebelum menginap, kalo tdk kamar akan diberikan kepada org lain, pertanyaan saya apakah dengan reservasi dan member saya masih diragukan oleh pihak ibis simpang lima semarang???, Walaupun dgn terpaksa sy mengikuti permintaan pihak ibis sinpang lima semarang transfer biaya menginap terlebih dahulu (sblmnya sdh saya jelaskan saya msih dalam perjalannan dan terjebak macet agak susah cari bank/atm), tidak cukup sampai disitu kekesalan saya, saya email bukti pembayaran dan minta untuk kamarnya no smoking, itupun juga tdk bisa dipenuhi dengan alasan klise kamar sudah penuh, atas kejadian ini saya minta tanggapan atas keluhan saya kepada management Hotel ibis simpang lima semarang, terima kasih",Jalan Gajah Mada 172,3.0 dari 5,3.5 dari 5 lingkaran,Sularto,485 Ulasan,2 dari 5 lingkaran, Ibis Semarang Simpang Lima 
Semarang,"Semarang 50133, ","Jakarta, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d1176452-Reviews-Ibis_Semarang_Simpang_Lima-Semarang_Central_Java_Java.html,UID_C1ED8042010842D0FD925D50F63117C9-SRC_220159792,Hotel dekat simpang lima,lvl_04,"Lokasi hotel ini sangat strategis, dekat dengan icon kota semarang, simpang lima. Bersebelahan dengan Mall, dan pujasera yang menyajikan berbagai makanan. Hanya beberapa menit menuju tempat oleh-oleh di pandanaran & lawang sewu. Untuk fasilitas hotel ini cukup baik, kamarnya lumayan luas & nyaman, hanya kamar mandi agak kecil. Staff hotel juga ramah, proses check in/check out juga cepat. Cukup puas tinggal di hotel ini.",Jalan Gajah Mada 172,3.0 dari 5,3.5 dari 5 lingkaran,hafidgaban,485 Ulasan,4 dari 5 lingkaran, Ibis Semarang Simpang Lima 
Semarang,"Semarang 50133, ","Jakarta, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d1176452-Reviews-Ibis_Semarang_Simpang_Lima-Semarang_Central_Java_Java.html,UID_96308BDF9775D499729412B14C30B5AC-SRC_222165491,Lokasi bagus,lvl_06,"3 malam yang cukup berkesan di Ibis Simpang Lima.
Apa yang bisa saya katakan?
1. Lokasi, sangat strategis. Hanya dengan berjalan kaki, anda sudah tiba di alun-alun simpang lima.
Dekat dengan tempat ibadah, pusat perbelanjaan dan pujasera.
2. Kamar minimalis yang menawan. Kebetulan saya mendapat kamar di lantai 12, dengan 2 view sekaligus (view alun-alun dan barat arah pandanaran). Sama dengan konsep Ibis lainnya, sangat simpel namun elegan. Satu yang menurut saya kurang, televisinya terlalu mini.
3. Layanan breakfast yang komplit. Menu lokal, western dan kontinentalnya pas di lidah, meski saya tidak banyak mencicipi menu beratnya.",Jalan Gajah Mada 172,3.0 dari 5,3.5 dari 5 lingkaran,Kuntoaji,485 Ulasan,4 dari 5 lingkaran, Ibis Semarang Simpang Lima 
Semarang,"Semarang 50133, ","Jakarta, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d1176452-Reviews-Ibis_Semarang_Simpang_Lima-Semarang_Central_Java_Java.html,UID_D701B5C0E46051239B740876BFA50075-SRC_221238212,Lokasi bagus,lvl_06,"Front office melayani dengan cukup baik dan menjalankan tugas sesuai dengan standar grup Accor. Lokasi Ibis semarang terbilang premium, karena dekat dengan keramaian, pusat perbelanjaan, alun-alun simpang lima Semarang. Ketika masuk kamar, nampak kamar minimalis yang bagus dengan view kota Semarang. Disain kamar mandi yang cukup apik, antara toilet dan ruang shower terpisah oleh dinding kaca. Namun sayangnya televisi yang ada di kamar tersebut sangat kecil, sehingga kurang dapat menikmati layanan tv kabel yang cukup lengkap.",Jalan Gajah Mada 172,3.0 dari 5,3.5 dari 5 lingkaran,Panjiloises,485 Ulasan,3 dari 5 lingkaran, Ibis Semarang Simpang Lima 
Semarang,"Semarang 50133, ","Jakarta, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d1176452-Reviews-Ibis_Semarang_Simpang_Lima-Semarang_Central_Java_Java.html,UID_FACB532BBF6655171534C89A7518AA80-SRC_222411990,Hotel yang nyaman di jantung kota Semarang,lvl_05,"Kamar hotel ini, seperti khas Ibis Hotel lainnya, kecil, simpel, namun nyaman dan sangat bersih. Pengaturan AC cukup bermasalah ketika saya menginap (terlalu dingin atau terlalu panas), namun tidak terlalu mengganggu.
Lokasinya sangat strategis, yaitu di Simpang Lima Semarang sehingga cukup dekat untuk kemana-mana (tempat wisata ataupun bandara) dan sangat mudah untuk mencari makanan. Banyak yang berjualan di sekitar hotel pada malam hari, jika anda membutuhkan cemilan.",Jalan Gajah Mada 172,3.0 dari 5,3.5 dari 5 lingkaran,MGerald9,485 Ulasan,3 dari 5 lingkaran, Ibis Semarang Simpang Lima 
Semarang,"Semarang 50133, ",,https://www.tripadvisor.co.id/Hotel_Review-g297712-d1176452-Reviews-Ibis_Semarang_Simpang_Lima-Semarang_Central_Java_Java.html,UID_70A3CFB0978081A10D23FCBCAF4D7F98-SRC_225868067,Transit pulang dari Bali,lvl_02,"Hotel lokasi bagus, harga umum, sayang kamar agak kecil karena saya bawa anak, pagi dekat ke simpang lima bisa jalan utk sekedar berolah raga pagi. Direkomendasikan utk yg mau transit di semarang dan pengin lokasi tengah kota dg tarif yg terjangkau walau ukuran kamar agak kecil.",Jalan Gajah Mada 172,3.0 dari 5,3.5 dari 5 lingkaran,asahel s,485 Ulasan,3 dari 5 lingkaran, Ibis Semarang Simpang Lima 
Semarang,"Semarang 50133, ",,https://www.tripadvisor.co.id/Hotel_Review-g297712-d1176452-Reviews-Ibis_Semarang_Simpang_Lima-Semarang_Central_Java_Java.html,UID_ED7348FB907158753FD48D80F0D56110-SRC_222533121,MINIMALIS DI TENGAH KOTA,lvl_05,"Saat bertugas di Kab. Batang, saya transit 1 hari dan menginap di hotel Ibis Simpang Lima semarang, hotelnya bagus, tempat sangat strategis karena dekat dengan simpang lima dan pusat2 perbelanjaan, lift nya juga bagus transparan. tapi sayang tv di kamarnya kecil tidak seperti hotel lain yang sekelas, pelayanannya lumayan bagus tapi sinyal wifi di kamarnya tidak kuat, terus desain meja kerjanya menurut saya kurang pas karena menutupi jendela.",Jalan Gajah Mada 172,3.0 dari 5,3.5 dari 5 lingkaran,Mahfud_MS,485 Ulasan,4 dari 5 lingkaran, Ibis Semarang Simpang Lima 
Semarang,"Semarang 50133, ","Jakarta, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d1176452-Reviews-Ibis_Semarang_Simpang_Lima-Semarang_Central_Java_Java.html,UID_798F984C46FA54A266983682B92E2B69-SRC_228418426,Kamar pojoknya luas,lvl_05,"saya rasa ibis semarang paling bagus di banding dengan ibis yg lainya, baik di jakarta atau di surabaya, makananya juga lumayan, walaupun jika menunggu lift dri lobby mau ke kamar sangat sempit tem[pat menunggunya",Jalan Gajah Mada 172,3.0 dari 5,3.5 dari 5 lingkaran,Heru21,485 Ulasan,4 dari 5 lingkaran, Ibis Semarang Simpang Lima 
Semarang,"Semarang 50133, ",jakarta,https://www.tripadvisor.co.id/Hotel_Review-g297712-d1176452-Reviews-Ibis_Semarang_Simpang_Lima-Semarang_Central_Java_Java.html,UID_B55A679DB06EDDBF710D9D4601A45A43-SRC_393382214,Perlu perbaikan fasilitas ,lvl_05,"Libur lebaran saya Dan keluarga menginap untuk pertama kalinya di hotel ibis semarang ini dgn booking utk 3 hari 2 malam , connecting room, pada saat check in-out cukup cepat Dan ramah,dapat kamar depan lift yang double bed toilet nya mengeluarkn bau tidak sedap tapi segera diatasi dengan pewangi ruangan yang hanya sesaat ternyata Hexau fan tidak berfungsi, untuk kamar yang single bed toiletnya tergenang Dan menunggu kurleb 5-10 menit utk bisa digunakan mandi lagi, kasurnya bergelombang seperti ada airnya bergoyang-goyang, tv yang sangat small untuk ukuran hotel, dilengkapi saluran channel yang ga bisa dinikmati anak-anak karena teks nya naik turun, tempat parkir yang tidak Ada harus menggunakan valet parking, breakfast yang sempit ruangannya menu yang standard kurang variasi, teko listrik/ electric kettle yang berkarat ga layak pakai deh, kelebihannya hanya dekat dengan simpang lima dapat berjalan kaki untuk menikmati kuliner semarang",Jalan Gajah Mada 172,3.0 dari 5,3.5 dari 5 lingkaran,it3unk,485 Ulasan,3 dari 5 lingkaran, Ibis Semarang Simpang Lima 
Semarang,"Semarang 50133, ","Jakarta, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d1176452-Reviews-Ibis_Semarang_Simpang_Lima-Semarang_Central_Java_Java.html,UID_EE47514D24D6E55C4D4B1D716903A0C7-SRC_405298710,Hotel ekonomis di tengah kota,lvl_06,Hotel ini letaknya sangat strategis di tengah kota dan harganya cukup ekonomis. Karena hotel ini berdiri sudah cukup lama sudah selayaknya direnovasi sehingga bisa bersaing dengan hotel baru lainnya. Lokasinya hanya sekitar 200 meter menuju simpang lima dan mal ciputra. Kamarnya standar dan pelayan stafnya juga standar.,Jalan Gajah Mada 172,3.0 dari 5,3.5 dari 5 lingkaran,Jktmale,485 Ulasan,3 dari 5 lingkaran, Ibis Semarang Simpang Lima 
Semarang,"Semarang 50133, ",jakarta,https://www.tripadvisor.co.id/Hotel_Review-g297712-d1176452-Reviews-Ibis_Semarang_Simpang_Lima-Semarang_Central_Java_Java.html,UID_B7CCA4F3429CD4B6FB7006D38C54C32E-SRC_230424626,hotel dengan lokasi strategis,lvl_04,menyenangkan sekali. resepsionisnya sangat ramah dan mengizinkan kami untuk early check-in. Lokasi hotel di dekat simpang lima memudahkan kami untuk berkeliling dengan jalan kaki saja. dan tidak tepat di pinggir simpang lima jadi tidak terganggu ketika di area lapangan simpang lima ada konser atau acara lain.,Jalan Gajah Mada 172,3.0 dari 5,3.5 dari 5 lingkaran,dwarisanti,485 Ulasan,4 dari 5 lingkaran, Ibis Semarang Simpang Lima 
Semarang,"Semarang 50552, ","Semarang, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d10296599-Reviews-The_Wujil_Resort_Conventions-Semarang_Central_Java_Java.html,UID_BBA919B331135BBF2B250531EEF60FF2-SRC_417431916,Tempat Relax,lvl_06,"Wujil Resort dahulu adalah sebuah rumah makan lesehan yang dilengkapi kolam pancing, tetapi sekarang telah di sulap menjadi sebuah resort yang aduhay, terasa nyaman asri dan cantik. Sayang memang secara keseluruhan fasilitasnya belum jadi tapi untuk tempat relax sangat menyenangkan terlebih restonya yang menyajikan menu yang lengkap dan harganya juga tidak begitu mahal","Jl. Soekarno-Hatta Km 25.5, Wujil, Bergas",3.0 dari 5,4.5 dari 5 lingkaran,Agung55,25 Ulasan,4 dari 5 lingkaran, The Wujil Resort & Conventions 
Semarang,"Semarang 50133, ",,https://www.tripadvisor.co.id/Hotel_Review-g297712-d1176452-Reviews-Ibis_Semarang_Simpang_Lima-Semarang_Central_Java_Java.html,UID_D56C93AAEDD0E6DA1D170A2938BBB219-SRC_408736638,Hotel dekat Mall,lvl_06,"Lokasinya dekat dengan beberapa mall di seputaran simpang lima. Ukuran kamar tipe deluxe, relatif sempit. Dari beberapa kunjungan kesini, tidak berselera makan. Menu makanan sangat standard, tidak banyak pilihan, jika menginap lebih dari sehari, anda akan bosan.",Jalan Gajah Mada 172,3.0 dari 5,3.5 dari 5 lingkaran,ViNasution,485 Ulasan,3 dari 5 lingkaran, Ibis Semarang Simpang Lima 
Semarang,"Semarang 50133, ","Jakarta, Indonesia",https://www.tripadvisor.co.id/Hotel_Review-g297712-d1176452-Reviews-Ibis_Semarang_Simpang_Lima-Semarang_Central_Java_Java.html,UID_33C0C72458B842327537988E2CFCE52B-SRC_219371480,Hotel di pusat kota,lvl_05,"Alasan memilih hotel ini krn lokasi di pusat kota dekat dgn landmark kota Semarang yaitu ""Simpang Lima"" shg akses kemanapun sgt mudah, kecuali ke bandara. Tdk khawatir utk menjelajah kuliner krn dekat & banyak variasi menu + jenisnya, termasuk cari tempat ""oleh-oleh"".
Fasilitas & pilihan menu santapan sahur juga beragam. Suasana kamar & lingkungan sgt mendukung selama puasa tinggal di Ibis. Fasilitas di kamar sesuai dgn harga yg ditawarkan termasuk jaringan internet/wi-fi & perlengkapan kamar mandi juga memadai. Keramahan petugas di lobby, restaurant, check-in/out bagus & cekatan.",Jalan Gajah Mada 172,3.0 dari 5,3.5 dari 5 lingkaran,dasetyono,485 Ulasan,4 dari 5 lingkaran, Ibis Semarang Simpang Lima 
Semarang,"Semarang 50251, ",Nganjuk,https://www.tripadvisor.co.id/Hotel_Review-g297712-d7902530-Reviews-Favehotel_Diponegoro_Semarang-Semarang_Central_Java_Java.html,UID_A2F8178189217AC5CD1222C8F3895F5F-SRC_392415958,nice hotel,lvl_03,"Hotelnya enak, bersih, front desk ramah ramah, suka membantu tanpa meminta pertolongan. Favehotel diponegoro semarang selalu menjadi pilihan utama saya apabila saya singgah di kota semarang. Rate pun gak terlalu tinggi.",Jl. Diponegoro no. 22,3.0 dari 5,3.5 dari 5 lingkaran,447fahadz,126 Ulasan,4 dari 5 lingkaran, favehotel Diponegoro Semarang 
Semarang,"Semarang 50251, ",Bandung,https://www.tripadvisor.co.id/Hotel_Review-g297712-d7902530-Reviews-Favehotel_Diponegoro_Semarang-Semarang_Central_Java_Java.html,UID_8482C5D2CC8340F4B34B26FB10912E65-SRC_394951637,Hotel yang bagus tapi murah,lvl_03,"Proses cek in mudah dan cepat..., saat melakukan koneksi wifi juga mudah dan koneksi internetnya cepat.
Tempat tidur nyaman.
Kekurangannya, suara dari kamar sebelah terdengar (saat orang di kamar sebelah berbicara / tertawa dengan suara yang keras)
Saran saya untuk parkir mobil bisa disediakan gedung parkir supaya tidak parkir di tempat terbuka.",Jl. Diponegoro no. 22,3.0 dari 5,3.5 dari 5 lingkaran,846santosas,126 Ulasan,4 dari 5 lingkaran, favehotel Diponegoro Semarang 
Semarang,"Semarang 50251, ",Tangerang,https://www.tripadvisor.co.id/Hotel_Review-g297712-d7902530-Reviews-Favehotel_Diponegoro_Semarang-Semarang_Central_Java_Java.html,UID_F00BB8D45152F16952B91BF4B2F414ED-SRC_400215160,mr,lvl_03,Kamar oke..kebersihan oke..menu sarapan oke..tempat hotel tidk trlalu jauh dr pusat kota..parkir lumayan..pelayanan petugasnya ramah.untuk sabun mandi..kalo bisa jangan yang refil..tetapi Secara keseluruhan baik dan tidak mngecewakan.,Jl. Diponegoro no. 22,3.0 dari 5,3.5 dari 5 lingkaran,yunihar,126 Ulasan,4 dari 5 lingkaran, favehotel Diponegoro Semarang 
Semarang,"Semarang 50251, ",Semarang,https://www.tripadvisor.co.id/Hotel_Review-g297712-d7902530-Reviews-Favehotel_Diponegoro_Semarang-Semarang_Central_Java_Java.html,UID_A156D6734BEBBCE5DEAFF6F4E2A17600-SRC_392007021,"Bagus sih cuma AC nya kurang sip, wifi kurang cepet.... Kamar mandi agak bau, handuk sobek-sobek.",lvl_02,"Bangunannya bagus pelayanan juga bagus di receptionist kamar bagus cuman wifi kurang cepet kamar mandi agak bau handuk robek2, sikat gigi bikin gigi sakit AC nya juga kurang sip...... Mohon kedepannya lebih baik lagi",Jl. Diponegoro no. 22,3.0 dari 5,3.5 dari 5 lingkaran,Alvinazasva,126 Ulasan,3 dari 5 lingkaran, favehotel Diponegoro Semarang 
